,Title,Description,Published_date,views,likes,comments,ids
303,‘Pay How You Drive’ Car Insurance,"Ferrari just called and they want you to be their next F1 driver 🚘 

That was a dream and a bad joke 😋

If you think you're someone who is a good and a safe driver, then you can actually save some money by opting for the,

✨Pay How You Drive Car Insurance✨

The insurance company fixes a telematics device in your car to monitor your driving habits. Every week they send you reports on your driving behaviour and send you tips on improving your driving score.

If you are determined to be a safe driver, they will actually lower your insurance premiums in your next renewal. 

ICICI is currently providing this (not a promotion - they are the only ones I could find. If you find anything else please add in the comments and I will update the caption)
.
.
.
.
.
.
.
.
.

#financewithsharan #carinsurance #vehicleinsurance #insurancepolicy #insuranceclaim #insurancetips #investingforbeginners #personalfinance #insuranceagent",2022-07-21,1860413,109491,393,eujZ1ZW2gfA
304,"For Emergency, Don’t Sell Mutual Funds At Loss, Do This Instead !!","So your fiancé wants to get married in Santorini and honeymoon in Iceland. 🥲

Obviously, you don't have that kind of liquid money because you spent your 20s pissing away your salary on LIITs and jäger-bombs. 

What next?

You started investing in some mutual funds 5 years back after listening to finance influencers but now the market is down. 

But your baby💓 comes first so you decided to sell your mutual funds at a loss.

Hold on!

What if I told you, you could borrow against your mutual funds. 

That's right. You can actually get a loan against your mutual fund for as little as 7-9% interest rate. 

You can get up to 65% of equity mutual funds and 80% of debt mutual funds as a loan. 

So instead of selling your mutual funds at a loss, you can actual keep it intact and borrow against it.

Before you do this, you can also explore loan against FD and loan against jewellery since they have lower interest rates. 

You can also liquidate a little bit of your PPF or EPF balance for marriage purposes. 

Or you could just not have an expensive wedding just to show off to your friends and peers. It's just 1 day of your life guys. Why spend 50-60% of your networth on 1 day? 

If you're someone who is okay with a court marriage then hit me up 😇

➡️ Bottom line: Don't sell mutual funds because of an emergency especially in a bear market. You can get a loan against them and wait for the eventual recovery in the market. 
.
.
.
.
.
.
.
.
.
.
#financewithsharan #loan #loanofficer #couplesfinance #investingtips #financetips #savemoney #moneytalks",2022-07-19,5203591,254975,1024,TtqcoJW2CIk
305,Mental Accounting,"We humans are very irrational creatures when it comes to handling our 💰 

Even though value of every ₹100 note in every one’s wallet is the same, we assign different values to it based on our circumstances. For eg: A ₹100 note would mean the world to us when thinking of getting a Netflix subscription. On the other hand, spending ₹300 for the hot chocolate ☕️ at Starbucks becomes spare change. Why does this happen? 

Our mind subconsciously creates multiple accounts in our head for each kind of activity and hence we allocate different value to money based on those activities. But this is the wrong ❌ way of doing it.
We need to convert every rupee leaving our pockets in terms of opportunity cost. 

Next time you spend money, ask yourself “What else could I buy with this money” and if you’re not able to think of anything better, only then spend it. This will help you significantly curtail your expenditure and increase your savings rate.
.
.
.
.
.
#financewithsharan #moneyquotes #moneytalks #moneymotivated #moneymindset #moneymanagement #moneymoves #moneymotivation #moneytips #moneysaver #moneymatters",2022-07-18,498518,20933,81,Xs-z_ea6c6Q
306,10 Crores Now Or 50 Lakhs / Year For The Rest Of Your Life? Ft. Elon Musk,,2022-07-15,4066046,234307,892,Btgqe4ZrMkw
307,Important Thing To Know While Investing In Mutual Funds !,"All of us have that 1 friend who is super smart with stock market or crypto investing. 

We might have also offered to give all our money to that person asking them to handle it. 

Similarly, when a mutual fund company performs really well we might be tempted to put all our money in that company's various funds. 

Here's why that might not be a good idea: 

👉🏻 Concentration risk: There is usually a lot of overlap between different mutual funds of the same company. For eg, there is an 83% overlap between HDFC Flexi cap fund and HDFC Top 100 fund. So much overlap is not good for diversification

👉🏻 Similar fund view: More often than not, the same fund manager will be responsible for multiple funds. He / she might impose the same investment philosophy on the future outlook of various industries on multiple funds. So if 1 fund underperforms all of them will underperform. For eg, HDFC mutual fund all have an inclination towards PSU stocks

This is also true for debts where the views on interest rate movement and the company's debt repayment capabilities can have a cascading effect on all the debt funds within the company.

➡️ TLDR: Along with asset diversification also do fund house diversification to take the extra precaution. 
.
.
.
.
.
.
.
.
.
.
.
.
#financewithsharan #investingtips #investingforbeginners #financetips #mutualfunds #personalfinance",2022-07-13,534137,29028,150,BoB1UhmC89E
308,New Age Banking Is Here !,"Most banking apps have been designed with the intention to give the user a fit of rage. 🤬

I'm especially talking about the government-owned banks…no surprises there. 

Due to this, digital adoption has been super slow, forcing people to still go to branches to open a new bank account or an FD. 

I recently opened a new bank account at ICICI where I already have an existing account. 😑 Even then I was required to undergo KYC again because they were not able to fetch my KYC details. 

I was also asked to send a video of me blinking to show them that I'm alive. Apparently, people are opening accounts in dead people's name. I mean what the actual fuck...🫠

Solution? ➡️ Neo Banks !!

Neobanks are actually not banks at all because they don't have a banking license. 

You see, RBI is very anal about giving new licenses to just anybody. So neobanks piggybank on existing banks and help them acquire new customers through their superior technology. 

Neobanks are essentially fintech companies with exceptional product managers and developers, who make the banking experience seem like a modern social media app thereby attracting millennials and GenZ. 

They take a cut from the banks for helping them acquire customers.

Since they don't have a physical presence, they have lower costs and this can offer higher interest rates, waive off forex charges and minimum account balance. 

They also help track your spending and give you insights whenever you're off track. 

➡️ Do you use a neobank? Have you faced any bad experience? Let me know which to choose and which to avoid 👇🏻
.
.
.
.
.
.
.
.
.
.
.
.
.
#financewithsharan #bank #neobank #onlinebanking #moneymaker #moneytalks #savemoney",2022-07-12,1431761,74324,167,Sdj5QvQBeSo
309,Why You Will Never Be Rich !,"Is there a magic number to hit in your bank account after which you can call yourself rich? 

As a little kid 👦🏻, my only aim in life was to become the richest person on the planet 🌏 . I thought that was the ultimate goal in life and that it would make me truly happy beyond all measures. But as I started earning and continued to get salary hikes I quickly realised that the happiness was only short lived 😞. You quickly become accustomed to the enhanced lifestyle the increased salary gives you and then you’re back to square one. What was happening? 🤔 

ENVY!

Picture this scenario. We are all eternally climbing this ladder of success 🪜. You only get to see the 10 rungs above you. As you climb a new rung (salary hike) you start noticing the 11th rung which earlier  was invisible to you. That 11th rung is the new set of people / opportunities that come into our life as you keep climbing. So now again, we have 10 rungs above us which we must climb before we can call ourselves “rich”. But the cycle just repeats and there is no end to it unless of course if you’re Elon Musk. 😂 

At the end of the day, we do not desire to be rich, we desire to be richer than others. So does this mean, we should forget about making more money and be happy with what we have. Absolutely not ❌ But let that not be the deciding factor for your happiness. Else it’s a losers game. The odds are literally 7.7 billion is to 1.

It’s like Jay Z 🎤says: “The goal is not to be successful and famous. That's not the goal. The goal is, if you have a specific God-given ability, is to live your life out through that.” 💯 

Once you fathom the essence of this statement, you will truly become rich. So keep climbing up the ladder but don’t forget to enjoy the view along the way :)
.
.
.
.
.
.
.
.
.
#financewithsharan #moneytalks #richman #richlife #moneymotivated #moneymotivation #moneyquotes",2022-07-11,402203,30708,438,3xa_f6mctTA
310,Don’t Fall For This Sales Strategy (Relativity Cue Bias),"Are you guilty of purchasing something overly expensive especially after making a huge purchase? 

For example, have you ever purchased cadbury silk 🍫 or other expensive chocolates kept at the checkout counters of supermarkets but would think twice before purchasing it from a kirana store? That's because in the former example, we have just spent thousands of rupees purchasing 40-50 items from the supermarket 💵 and don't really feel the pinch of a couple of extra hundred bucks leaving our pockets. 

Don't worry we are all guilty of it. 😅 It happens because of something called the - Relativity Cue Bias. Let me know in the comments section below any other such example where we splurge money biased by relativity. 💭⬇️


⚠️Disclaimer: This brand/brands called out in this reel is for dramatisation purposes only and doesn't bear any resemblance to real life circumstances.
.
.
.
.
.
.
.
.
#financewithsharan #marketingstrategy #marketing101 #financetips #investingforbeginners #investingtips #moneymanagement #personalfinance #wealthbuilding",2022-07-08,898483,44728,278,v4jqDgUI5cw
311,Health Insurance Will Get Rejected If You Don’t Know This ft. Anant Ladha,"One of the most common reasons for health insurance rejection is…not informing the insurer on time. ⏰ 

But why?

Well you see, insurance frauds are a big deal. 🎭

If there are too many fraudulent claims the insurer will go under and would be forced to increase premiums the next year. 

To avoid this they keep a very small time frame ⏳ to make the claims reducing the chances of fraud.

For cashless claims, you need to inform the insurer atleast 2-3 days before hospitalisation if it is planned. For emergencies you need to inform within 24 hours after hospitalisation. 💵 

If you're unable to avail cashless facility all is not lost. 

You can pay the hospital from your pocket and then get a reimbursement claim from the insurer within 1-2 weeks of receiving discharge from the hospital. 🏥 

Obviously, this is not preferred coz the process is much longer.

➡️ Bottom line: Inform the insurer asap once you're hospitalised !!

➡️Source: Coverfox
.
.
.
.
.
.
.
.
.
.
.
.
#financewithsharan #healthinsurance #insurance #insuranceagent #lifeinsurance #moneymanagement #personalfinance #investingtips",2022-07-07,2697223,169541,345,5ldLXxLhMHw
312,World’s Most Unaffordable House? 🇮🇳,"While the most expensive homes 🏡 in terms of monetary value are located on the coasts of Malibu 🏝 , the skyscrapers of Hong Kong 🏙 and the mansions in Monaco 🏠 - India ranks highest on the Affordability Index, when you consider earning potential into consideration. In fact purchasing a home in India is 20 times harder as compared to that in the US. 

This reel is a fun depiction of this very interesting statistic which all of us should be aware of.

⚠️Comment down below your thoughts. If you enjoyed the skit don’t forget to share it on your story and tag me (if it’s private send me a screenshot). ⬇️

Source- Global Property Guide
.
.
.
.
.
.
#financewithsharan #realestate #realestateindia #realestatehumor #realestateinvesting #financialplanning #moneymanagement #personalfinance #wealthbuilding #wealthcreation #feelkaroreelkaro #reelkarofeelkaro  #smartinvestment #investingforbeginners #investing #investingtips #investing101 #easymoney #wealthylife #indianeconomy #economy",2022-07-06,574897,31773,399,KnJN384cTOg
313,Get Additional Source Of Income By Doing This !!,,2022-07-05,4432909,248535,647,gf6TRRKVyAU
314,Get 12% Interest By Lending Money To Strangers,"Most of us have lent money to our friends at 0% interest rate. 

As per my poll on Instagram, around 72% of you have not gotten your money back. 

In banking terminology, it means that the money lent has become NPA. 

⬇️ Tag those friends in the comment section below to let them know that they are an NPA. 

🙇🏻‍♂️My suggestion - Do not lend money to friends especially if they are close friends. If you do, then assume it's gone and don't ask for it back. You do not want money to be the reason for breaking your friendship. 

Money is important but not more important than your relationships

Naturally, most of us are not comfortable lending money to strangers at 0% interest rate. 

I mean- Why would you? 

How about if you get 9-12% interest rate. This kind of returns cross the jiggle territory. 

Usually banks do this on your behalf. They take your money in a savings account and give it to businesses. They charge 12% to the business, give you 4% and keep the rest. They guarantee that your money will never be lost and even insure you up to 5 lakhs.

What if you want to lend it yourself? 

That's what P2P Lending (Peer to Peer lending) is all about. 

Now you take all the risk. There is no insurance. But the returns are juicy. 

This falls under the realm of alternate investment assets. Other investment options in this asset class are crypto, lease financing, venture capital, venture debt etc. 

This asset class can be upto 10-15% of your portfolio because they are mostly delinked from stock market returns and act like a hedge.

Some of the companies in India offering P2P lending are: Cred Mint, BharatPe, RupeeCircle, LenDenClub and Finzy. 

➡️Have you invested in P2P lending? Let me in the comment section below along with your experience (both good and bad) 

Let us help each other know what platforms to avoid and what to trust since this is relatively new.
.
.
.
.
.
.
.
.
.
.
.
.
#financewithsharan #bank #fd #savemoney #moneytalks #financetips #personalfinance #moneytips",2022-07-04,4298094,178352,798,Z2nT-XBVdp4
315,Hack To Get The Best Discounts On Amazon,"iPhone 13 sales are going to drop soon in anticipation of the iPhone 14 launch. 

The sellers would like to get rid of the old phone stock and hence will be offering discounts. 

We have seen this trend play out year after year. While it’s easy to know when the price of iPhones will drop since it’s such a popular product, it’s difficult to do it for other products such as speakers, fridge, air conditioners, clothes etc.

What if you get an email notification whenever the price of a particular drops? 

Allow me to introduce you to price tracking tools such as Keepa and Camel Camel.

These tools keep a track of prices on Amazon and send you notifications whenever it drops before your desired price. You no longer have to wait for Big billion day or Amazon festival to shop for bargain prices. 

If you’ve already used this, share your story below. I insist 🙏🏼 because I want to know what kind of discounts you got for a generally expensive product. 
.
.
.
.
.
.
.
.
.
#financewithsharan #savemoney #moneytips #financetips #moneytalks #onlineshopping #amazon",2022-06-30,1766472,89385,282,KK9lBZTEE74
316,Don’t Forget About This To Maintain High Credit Card Score ft. Batman & Joker,"The credit card age is the 3rd most important factor for your credit score, accounting for nearly 15% of the total weightage after repayment history and credit utilisation. 

As such, it is recommended to keep your old credit card accounts active even if you do not use them since the credit rating agencies such as CIBIL, consider the average age of all your credit cards. Having a high credit age is better for your credit score as it shows that you have a lot of experience in handling credit. 

It's highly unlikely to get a score higher than 800 if you’re young, because your credit age likely will be less than that of a person who has had credit for years.
.
.
.
.
.
.
#financewithsharan #creditscore #creditcard #creditcards #moneymanagement #moneymanagementtips #personalfinance #moneytalks",2022-06-29,366618,18668,396,ITUPpTNOUzU
317,Missed Your Home Loan EMI Payment? Do This Next.,"Knock knock!
Who's there?
Gunda
Gunda who?
Gunda who's going to break your legs if you don't pay off the home loan EMIs. 

Home loan is probably is the biggest loan which we will take in our lifetimes. 

We spend close 20-30 years trying to repay this loan. A bulk of our income goes towards paying this loan. Naturally, if shit hits the fan (such as job loss or health ailments) we are most likely to default.

If you miss 3 instalments, the bank will send you a final 60 days notice under the SARFESI Act. 

As per this, the bank has the right to seize your property without going to court. I know brutal 🙂 The bank is going to auction your property to recover the loan and kick you out.

What should you do?

1) Bribe the branch manager. Just kidding 🙃 Try to explain your situation. If you have a good credit score and have a genuine short term reason he/she would give you some more time. 

2) Increase the loan tenure to reduce the EMI cost and make it more manageable. Always try to keep the EMI within 40% of your income. 

3) Liquidate your provident fund to repay the loan. You can liquidate up to 3 years of income form the PF. This will give you enough time to sort out your situation. 

4) If all of this still doesn't work, try to sell the home by yourself. Bank doesn't have your best interests at heart. It's a distress sale for them. They will sell it just enough to get their money back. You can protest but it still won't get the best market price.
.
.
.
.
.
.
.
.
.
.
.
#financewithsharan #homeloan #homeloans #loanofficer #loan #moneymanagement #savemoney #personalfinance",2022-06-28,3357522,159179,368,dI2Ol1flBJs
318,Negotiation Skill During Job Interview,"Most fresh graduates and people early in their career (less than 30) do not take the time to read the offer letter end to end and only focus on the salary bit. 

Can't blame them 🙂

Also, the offer letter format is vastly different from company to company. But we assume it's all going to be the same.

What should you focus on? 

🔹The bonus is usually clubbed with the CTC and there are certain clauses such as ""min 6 months of employment in a financial year"" to be eligible for it. If you're joining a company less than 6 months before March, then you won't get the bonus for another 1.5 years. This is very common. Be on the lookout for this. You cannot get this removed. But what you can do is use this point to negotiate a better base pay. Maybe the base pay is lower than your current CTC.

🔹Another nasty clause is the bond. Data analytics companies are notorious for this. They even ask you to pay back money if you leave before the stipulated time. How can you tackle this? The only way to do this is to have multiple job offers. If you remember, the HR always asks you if you have other offers. You can hear the HR's sigh of relief when you say that you're only sitting for 1 company because they know you have ZERO leverage.

Don’t be in a rush to sign an employment bond. We recommend these things to check for before signing:

✔️Time period of binding contract should be reasonable. 
✔️Consequences incase of breach of contract in terms of compensation or reputation loss. 

➡️ Follow us for more!
.
.
.
.
.
.
.
.
.
.
#financewithsharan #msbvision #employment #jobsearch #careertips #salary",2022-06-27,4993794,247420,572,TtI82UMuI1k
319,Upskill At Work & Save Tax,"Ever since the pandemic, the number of people investing in online courses has skyrocketed. 

Don't believe me? 

Ask your friends what did they do during the lockdown? I'm sure 9/10 would say that they took an online course. Even their resumes would be filled with that 🙂

Did you know that you can show these expenses as a tax exemption?

➡️ It's called Research Allowance.

Let's say you spent INR 5,000 on a course or a subscription to do something that would make you better at your job. You can tell your HR to give you the INR 5,000 as a research allowance in next month's payslip. 

If you belong to the 30% income bracket, you save INR 1,500. So the effective cost of the course is INR 3,500. 

➡️ Bottom line: Use the Research Allowance to get an additional discount on your course purchases.

Share with all your friends and follow for more such tips to save money. 
.
.
.
.
.
.
.
.
.
.
#financewithsharan #tax #savemoney #onlinecourse #moneytalks #budgeting #personalfinance",2022-06-25,946658,47905,244,L4Swr4DyJWk
320,What If There Was A Mutual Fund For Commercial Properties?,"Buying a residential property in India is one of the dumbest things you can do in India given rental yields are only 2-3%. 

Commercial properties on the other hand give 6-7%. 

Only problem? You need to be a crorepati to even get a foot in the door.

What if there was a mutual fund for commercial properties?

Imagine investing in 10-15 office properties across India with just ₹300 to ₹500. REITs allow you to do this. REITs give you the 6-7% as dividend income. You also get the benefit of capital appreciation every year. All in all you could get close to 10-15% through REITs. They are a good investment option during high inflationary environment like right now. 

It is recommended to invest about 5% to 10% of your assets in REITs to get the optimal diversification. 
.
.
.
.
.
.
.
.
.
.

#financewithsharan #homeloan #realestate #moneymanagement #personalfinance #homeloans",2022-06-24,901804,46084,224,mXSJOn6K0kk
321,How To Buy Insurance If Multiple People Use A Vehicle,"Most middle-class households in India possess a scooter to commute short distances. 

This scooter will most likely be shared by multiple members of the family because having a separate scooter for all is not a priority.

But the insurance is only in one person's name? Let's say it's in your name. 

Now if your younger brother decides to do some wheelie on the scooter and crashes, the insurance company may reject the claim because it's not in your younger brother's name. 

The way to avoid this is to include his name as a Paid Driver.

➡️ TLDR: If multiple people are using a vehicle the add them as paid drivers in the insurance policy to avoid claim rejection. 
.
.
.
.
.
.
.
.
.
.

#financewithsharan #carinsurance #vehicleinsurance #insurancepolicy #insuranceclaim #insurancetips #investingforbeginners #personalfinance #insuranceagent",2022-06-23,1326152,76236,357,rtjlGSlTVvk
322,Don’t Have Money To Fight At Court? Watch This !!,"44 million cases are pending in all of India including 73,000 in the Supreme Court. 

This is because a large number of cases are not tried at the correct time due to the absence of proper funding. 

It's a well-known fact that rich people and big corporations get away with bad stuff because they have access to the best lawyers money can buy. 

For example, let's say a big corporation has sold faulty equipment to a small company. The latter demands a refund and is given a low ball settlement offer. The smaller company does not have the time or money to take them to court. Also, legal cost becomes a significant cost head to the small company lowering its profit and valuation. A small company is very particular about its valuation in the early years. So it might bend over and accept the small amount.

➡️ Solution:
Enter Litigation Financing. 

This is a type of alternate investment option where retail investors like you and me can fund the company's litigation cost and get a % of the settlement offer if they win. The returns are close to 100% IRR in countries like USA. 

Litigation financing is slowly picking up in India. 

Do not invest in such investment options until you're financially sorted. It should be a part of your alternate investment portfolio which in turn should not exceed more than 10-15% of your assets. 

If you're a newbie stay from litigation financing. If you're a mature investor who has already invested in stocks, mutual funds and gold then you may explore this.
.
.
.
.
.
.
.
.
.
#financewithsharan #moneymanagement #savemoney #moneytalks #businessideas #personalfinance",2022-06-22,2613451,165876,329,gCKWXx0Q-Sg
323,Hack To Increase Insurance Cover By 60% At No Additional Cost,"A hack to increase your insurance coverage by up to 60% at no additional cost -

Insurance companies reward you if you're a healthy person and don't see the insides of the hospital. They increase your insurance coverage by as much as 60% if you don't make any claims. 

This is called the No Claim Bonus and I'm sure many of you already know about this. 

BUT...

What if you make a small claim, let's say a simple appendicitis surgery which costs INR 60-70k. But the overall health insurance cover is INR 10 lakhs. That's just 7% of the cover amount. 

Some insurance companies are now saying that if the claim is less than 25% of the cover amount, they will let it go and still give you the NCB benefit. How kind of them 🙂

This is called NCB Protector.

➡️ Action item for you: Ask your insurer if they have this benefit. Also, check aggregator platforms like Policy Bazaar, Insurance Dekho, Acko etc and see if any insurance company have this. I know of one. 

Let me know in the comment section 👇🏻
.
.
.
.
.
.
.
.
.
#financewithsharan #healthinsurance #insurance #insuranceagent #financetips #savemoney",2022-06-21,1587594,0,335,xz_vYd_ag10
324,How To Get A 2Cr Education Loan To Study In America,"So you got into the college of your dreams. 

Unfortunately, these degrees don't come cheap, especially for people from 3rd world countries like India. 

In fact, in some colleges the tuition for foreign students are hiked to subsidize the cost for the locals. To rub salt into your wounds, education inflation is close to 9-10%, so it will not get easier. 

The only alternative is Education Loan. 

My recommendation is to always go for a secured loan by pledging your home because the interest rates are halved as compared to going for an unsecured loan. For eg, a secured loan from Canara Bank can cost only 8-8.5% interest rate whereas a unsecured loan from HDFC Credila can be as high as 14%. When the amount is in Crores, the difference can be HUGE. 

Okay, so you have a home ready. 

Unfortunately, there is a home loan on that. Or your sibling has already pledged the home for his / her education loan. You might falsely assume that you are not eligible for a secure loan anymore and might go for an unsecured one with sky-high interest rates. Some banks might also tell you this to mislead you.

Reality: You can still get it provided you've paid up at least 20-30% of the loan amount. The new collateral value will be calculated differently. 

➡️ Here is an example. 
Assume:
Home value: 1 Crore
Home loan pending: 50 lakhs
New collateral value: 1 Crore - 1.5 (50 lakhs) = 25 lakhs

So you can still get an education loan of up to 25 lakhs. The balance can be procured from unsecured means if required.

➡️Exception: Home pledged for Personal and business loans cannot be used for education loan again.
.
.
.
.
.
.
.
.
.
#financewithsharan #educationloan #homeloan #loanofficer #higherstudies #studyabroad #moneymanagement #investingforbeginners",2022-06-20,702406,41574,133,i0RT37uR9Wc
325,4 International Vacations In A Year,,2022-06-18,533175,26669,126,HjUCpy-uU8M
326,"Sorry Man, You Just Died","Imagine this - You die in an accident and the insurance company pays your family INR 2 Crores because you were a smart financial planner and follow your man finance with sharan 😇 BUT......

Unfortunately, your family doesn't know the ABCD of finance and is clueless as to what to do with so much money? 

Have you heard stories of Kaun Banega Crorepati winners becoming broke within a year? You don't want that to happen to your family. So what can you do?

Enter Monthly Payout Term Insurance 💸

As the name suggests, this term insurance gives your family a lumpsum amount let's say INR 50 lakhs and another INR 50,000 per month for the next 15 years. That way, even if they are reckless, they are limited to losing only a small amount per month.

➡️ Caveat: Obviously, getting the 100% lump sum amount is better from an IRR perspective but only if your family knows what they are doing. 

➡️ Bottom line: If your family  is a finance noob you need to tweak your term insurance plan to a monthy payout option. Else you can ask them to follow me and choose the normal term insurance plan 😊

.
.
.
.
.
.
.
.
#financewithsharan #lifeinsurance #healthinsurance #insurance #insuranceagent #insurancetips #moneymanagement #personalfinance #savemoney #terminsurance #investingforbeginners #moneytips #insurancetips",2022-06-17,4599028,0,1397,vGGqADL6dHw
327,I Parked My Ferrari Under a Coconut Tree #shorts,"Connect with me:

Instagram: https://www.instagram.com/financewithsharan/
Facebook: https://www.facebook.com/financewithsharan
LinkedIn: https://www.linkedin.com/in/sharanhegde95/ 
Twitter: https://twitter.com/financewsharan

As per the Motor Vehicles Act of India, it is mandatory to have only third party insurance for vehicles. Third party insurance covers the damages caused to the other person in the accident and not you. Also, the limit for third party insurance is capped to INR 7.5 lakhs for vehicle damage.

So if you drive a Ferrari with only a third party insurance, you are only covered for INR 7.5 lakhs by the person who crashed into your car. The balance would have to be paid by you. Also any damage caused to your vehicle which doesn't involve a third party vehicle such as natural calamity, theft, fire or falling coconuts leaves you completely exposed.

Hence having a comprehensive car insurance is crucial to protect your vehicle from own damages. If you already have a third party insurance then you can purchase a standalone Own Damage Insurance to complement it.

#financewithsharan #finance #sharan #carinsurance #vehicleinsurance",2022-06-16,109354,5533,31,tHy6thxzOFM
328,Shark Tank Finance #shorts,"Connect with me:

Instagram: https://www.instagram.com/financewithsharan/
Facebook: https://www.facebook.com/financewithsharan
LinkedIn: https://www.linkedin.com/in/sharanhegde95/ 
Twitter: https://twitter.com/financewsharan

Let's solve a rudimentary math problem from our schooling days ➡️

INR 100 invested 1 year back is INR 110 today. What's the rate of return? 10% of course! Easy peasy...Now before you call your 10 year old son to solve the next problem, please bear with me. What if you instead invested INR 100 spread evenly across the 12 months or INR 8.33 every month? Let's say you still end up with INR 110 at the end of the year. What is the rate of return now? Remember that the total invested amount is still INR 100. Is the rate of return 10% still? Wrong ❌ IT IS 18.8%!!

What's happening here? Well, if you observe closely, you will notice that the average time of investment has reduced significantly. Only INR 8.33 is invested for the entire 12 months and the subsequent investments for 11 months, 10 months and so on. This is exactly what happens with our SIP investments.

To calculate the returns for this investment type, we need something called the XIRR or Extended Internal Rate of Return. You would’ve seen this figure on your investment dashboard on Zerodha' Coin, Groww etc. XIRR is that single rate of return, which when applied to every installment would give the current value of the total investment.

Since all of us have very different investment dates, the XIRR would vary widely even for investors in the same mutual fund. The returns shown by mutual fund houses on their websites assumes one lump sum investment. But in reality, most of us invest continuously across different dates. That's why our personal returns seldom matches the returns shown by fund houses. Now you know why 😁

#financewithsharan #finance #sharan",2022-06-15,97748,3949,28,FvcdYhK5Lb0
329,Senior Citizen Investing Part 2 #shorts,"Connect with me:

Instagram: https://www.instagram.com/financewithsharan/
Facebook: https://www.facebook.com/financewithsharan
LinkedIn: https://www.linkedin.com/in/sharanhegde95/ 
Twitter: https://twitter.com/financewsharan

Last week we spoke about the various investment options available to senior citizens which ensure capital preservation and beat FD returns. Maxing out investments in the available schemes resulted in a pre-tax income of INR 40,000 per month. But what if you need more?

A Systematic Withdrawal Plan in debt funds can help us out here. It is exactly the opposite of an SIP, where a certain amount is withdrawn every month to meet your monthly expenses. It is recommended to leave the debt fund untouched for at least 3 years and then start a SWP. That way you become eligible for the lower LTCG taxation at 20% along with indexation benefits.

The catch: Most fintech apps do not permit SWP for obvious reasons. You will need to deal with the mutual fund company directly to facilitate this. Let me know below if you have enabled SWPs on any of your portfolio and why?

#financewithsharan #finance #sharan",2022-06-14,89800,4816,54,I2Uq7d5HHtM
330,Senior Citizen Investing Part 1 #shorts,"Connect with me:

Instagram: https://www.instagram.com/financewithsharan/
Facebook: https://www.facebook.com/financewithsharan
LinkedIn: https://www.linkedin.com/in/sharanhegde95/ 
Twitter: https://twitter.com/financewsharan

Have you spoken to your parents about investing? Do you know where they have invested their hard earned money?

Most of our parents are pushing 60 at which point they significantly reduce their risk appetite and look for safer modes of investment, leading them to Fixed Deposits. However, there are several other fixed income investment options which have been customised for senior citizens:

🔹Senior Citizen Savings Scheme (SCSS): You can invest up to 15 lakhs in this scheme and get 7.4% interest rate which is paid quarterly. It has a 5 year lock in period. Investment in this scheme also fall under section 80C giving you tax benefits

🔹Pradhan Mantri Vaya Vandana Yojana (PMVVY): This is very similar to SCSS. You can invest upto 15 lakhs and has a 10 year lock in period. The interest rate is 7.4% paid either monthly, quarterly or yearly. Choose the yearly option to get a higher interest rate

🔹Post Office Monthly Income Scheme (POMIS): This is not just for senior citizens. You can invest up to 4.5 lakhs and get an interest rate of 6.6% paid monthly. It has a lock in period of 5 years.

If both your mom and dad max out the investment in the above mentioned schemes INR 69 lakhs they can get a monthly pre-tax income of INR 40,000. In the current fixed income market, these interest rates stand out and offer the best investment option for senior citizens.

➡️ Disclaimer: This advice is only recommended for those who have just enough corpus to last them for next 20-30 years. But if you're someone who has enough money to last another lifetime and wish to leave a significant corpus to your kids, then higher equity investing is recommended.

#financewithsharan #finance #sharan",2022-06-13,94633,4964,50,-PUR1St9Qdk
331,Shocking Reason Why Health Insurance Claims Get Rejected #shorts,"Connect with me:

Instagram: https://www.instagram.com/financewithsharan/
Facebook: https://www.facebook.com/financewithsharan
LinkedIn: https://www.linkedin.com/in/sharanhegde95/ 
Twitter: https://twitter.com/financewsharan

There is nothing worse than getting your health insurance claim rejected just because you forgot to mention a pre-existing condition. You would be kicking yourself over it for the rest of your life.

Disclosing these important details is crucial because it directly impacts the premium calculation. But what if you never knew you have these ailments in the first place?

In that case, it's always a good idea to get a full body check up before getting your health insurance to rule out all possibilities. This full body check up certificate will also stand as proof in the future in case of any disagreements with the insurance company.

#financewithsharan #finance #sharan",2022-06-12,1129468,72448,187,izAKrNYHKv4
